"No.","Time","Source","Destination","Protocol","Length","Info"
"2583","2025/047 12:52:19.222894","HeightsTelec_44:3a:5b","Broadcast","ARP","60","Who has 10.0.0.1? Tell 10.0.0.138"
"2584","2025/047 12:52:19.222894","HeightsTelec_44:3a:5b","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.138"
"2585","2025/047 12:52:19.222929","Intel_e4:1e:c5","HeightsTelec_44:3a:5b","ARP","42","10.0.0.4 is at 8c:f8:c5:e4:1e:c5"
"2586","2025/047 12:52:19.225391","10.0.0.138","10.0.0.4","NBNS","92","Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"2587","2025/047 12:52:19.225457","10.0.0.4","10.0.0.138","NBNS","199","Name query response NBSTAT"
"2588","2025/047 12:52:19.229173","206.247.60.204","10.0.0.4","UDP","146","8801  >  59139 Len=104"
"2589","2025/047 12:52:19.229320","10.0.0.4","206.247.60.204","UDP","1207","59137  >  8801 Len=1165"
"2590","2025/047 12:52:19.235703","206.247.60.204","10.0.0.4","UDP","714","8801  >  59137 Len=672"
"2591","2025/047 12:52:19.235703","206.247.60.204","10.0.0.4","UDP","714","8801  >  59137 Len=672"
"2592","2025/047 12:52:19.236416","206.247.60.204","10.0.0.4","UDP","714","8801  >  59137 Len=672"
"2593","2025/047 12:52:19.236641","10.0.0.4","206.247.60.204","UDP","1200","59137  >  8801 Len=1158"
"2594","2025/047 12:52:19.236690","10.0.0.4","206.247.60.204","UDP","1200","59137  >  8801 Len=1158"
"2595","2025/047 12:52:19.245788","206.247.60.204","10.0.0.4","UDP","714","8801  >  59137 Len=672"
"2596","2025/047 12:52:19.245788","206.247.60.204","10.0.0.4","UDP","713","8801  >  59137 Len=671"
"2597","2025/047 12:52:19.276436","206.247.60.204","10.0.0.4","UDP","913","8801  >  59137 Len=871"
"2598","2025/047 12:52:19.276631","10.0.0.4","206.247.60.204","UDP","1264","59137  >  8801 Len=1222"
"2599","2025/047 12:52:19.276686","10.0.0.4","206.247.60.204","UDP","1264","59137  >  8801 Len=1222"
"2600","2025/047 12:52:19.276700","10.0.0.4","206.247.60.204","UDP","1264","59137  >  8801 Len=1222"
"2601","2025/047 12:52:19.276711","10.0.0.4","206.247.60.204","UDP","1264","59137  >  8801 Len=1222"
"2602","2025/047 12:52:19.279717","2603:1030:a0b::254","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","TCP","74","443  >  64070 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2603","2025/047 12:52:19.317061","206.247.60.204","10.0.0.4","UDP","913","8801  >  59137 Len=871"
"2604","2025/047 12:52:19.317270","10.0.0.4","206.247.60.204","UDP","1264","59137  >  8801 Len=1222"
"2605","2025/047 12:52:19.317317","10.0.0.4","206.247.60.204","UDP","1295","59137  >  8801 Len=1253"
"2606","2025/047 12:52:19.321683","10.0.0.4","206.247.60.204","UDP","1169","59137  >  8801 Len=1127"
"2607","2025/047 12:52:19.322293","10.0.0.4","206.247.60.204","UDP","150","59139  >  8801 Len=108"
"2608","2025/047 12:52:19.327702","206.247.60.204","10.0.0.4","UDP","913","8801  >  59137 Len=871"
"2609","2025/047 12:52:19.327908","10.0.0.4","206.247.60.204","UDP","1169","59137  >  8801 Len=1127"
"2610","2025/047 12:52:19.330916","206.247.60.204","10.0.0.4","UDP","140","8801  >  59139 Len=98"
"2611","2025/047 12:52:19.347204","206.247.60.204","10.0.0.4","UDP","731","8801  >  59137 Len=689"
"2612","2025/047 12:52:19.347412","10.0.0.4","206.247.60.204","UDP","1169","59137  >  8801 Len=1127"
"2613","2025/047 12:52:19.347644","206.247.60.204","10.0.0.4","UDP","731","8801  >  59137 Len=689"
"2614","2025/047 12:52:19.347644","206.247.60.204","10.0.0.4","UDP","731","8801  >  59137 Len=689"
"2615","2025/047 12:52:19.353935","10.0.0.4","206.247.60.204","UDP","1161","59137  >  8801 Len=1119"
"2616","2025/047 12:52:19.372258","10.0.0.4","206.247.60.204","UDP","1161","59137  >  8801 Len=1119"
"2617","2025/047 12:52:19.372322","10.0.0.4","206.247.60.204","UDP","1161","59137  >  8801 Len=1119"
"2618","2025/047 12:52:19.372334","10.0.0.4","206.247.60.204","UDP","1161","59137  >  8801 Len=1119"
"2619","2025/047 12:52:19.372346","10.0.0.4","206.247.60.204","UDP","1161","59137  >  8801 Len=1119"
"2620","2025/047 12:52:19.372403","10.0.0.4","206.247.60.204","TLSv1.2","907","Application Data"
"2621","2025/047 12:52:19.372435","10.0.0.4","206.247.60.204","TLSv1.2","244","Application Data"
"2622","2025/047 12:52:19.401174","10.0.0.4","206.247.60.204","UDP","1192","59137  >  8801 Len=1150"
"2623","2025/047 12:52:19.408637","206.247.60.204","10.0.0.4","UDP","730","8801  >  59137 Len=688"
"2624","2025/047 12:52:19.408637","206.247.60.204","10.0.0.4","UDP","730","8801  >  59137 Len=688"
"2625","2025/047 12:52:19.409186","10.0.0.4","206.247.60.204","UDP","983","59137  >  8801 Len=941"
"2626","2025/047 12:52:19.409231","10.0.0.4","206.247.60.204","UDP","982","59137  >  8801 Len=940"
"2627","2025/047 12:52:19.422208","10.0.0.4","206.247.60.204","UDP","106","59139  >  8801 Len=64"
"2628","2025/047 12:52:19.422260","10.0.0.4","206.247.60.204","UDP","142","59139  >  8801 Len=100"
"2629","2025/047 12:52:19.428868","206.247.60.204","10.0.0.4","UDP","994","8801  >  59137 Len=952"
"2630","2025/047 12:52:19.428868","206.247.60.204","10.0.0.4","UDP","994","8801  >  59137 Len=952"
"2631","2025/047 12:52:19.434075","10.0.0.4","206.247.60.204","UDP","948","59137  >  8801 Len=906"
"2632","2025/047 12:52:19.442707","206.247.60.204","10.0.0.4","UDP","140","8801  >  59139 Len=98"
"2633","2025/047 12:52:19.442947","10.0.0.4","206.247.60.204","UDP","948","59137  >  8801 Len=906"
"2634","2025/047 12:52:19.443007","10.0.0.4","206.247.60.204","UDP","948","59137  >  8801 Len=906"
"2635","2025/047 12:52:19.459496","206.247.60.204","10.0.0.4","UDP","650","8801  >  59137 Len=608"
"2636","2025/047 12:52:19.459496","206.247.60.204","10.0.0.4","UDP","650","8801  >  59137 Len=608"
"2637","2025/047 12:52:19.459744","206.247.60.204","10.0.0.4","UDP","650","8801  >  59137 Len=608"
"2638","2025/047 12:52:19.459744","206.247.60.204","10.0.0.4","UDP","649","8801  >  59137 Len=607"
"2639","2025/047 12:52:19.459860","10.0.0.4","206.247.60.204","UDP","948","59137  >  8801 Len=906"
"2640","2025/047 12:52:19.459903","10.0.0.4","206.247.60.204","UDP","948","59137  >  8801 Len=906"
"2641","2025/047 12:52:19.459914","10.0.0.4","206.247.60.204","UDP","979","59137  >  8801 Len=937"
"2642","2025/047 12:52:19.459923","10.0.0.4","206.247.60.204","UDP","187","59137  >  8801 Len=145"
"2643","2025/047 12:52:19.480090","206.247.60.204","10.0.0.4","UDP","649","8801  >  59137 Len=607"
"2644","2025/047 12:52:19.515452","206.247.60.204","10.0.0.4","TLSv1.2","148","Application Data"
"2645","2025/047 12:52:19.515683","10.0.0.4","206.247.60.204","UDP","1259","59137  >  8801 Len=1217"
"2646","2025/047 12:52:19.515720","10.0.0.4","206.247.60.204","UDP","1259","59137  >  8801 Len=1217"
"2647","2025/047 12:52:19.515730","10.0.0.4","206.247.60.204","UDP","1259","59137  >  8801 Len=1217"
"2648","2025/047 12:52:19.517671","206.247.60.204","10.0.0.4","TCP","54","443  >  64046 [ACK] Seq=3747 Ack=6328 Win=16 Len=0"
"2649","2025/047 12:52:19.517671","206.247.60.204","10.0.0.4","TCP","54","443  >  64046 [ACK] Seq=3747 Ack=6518 Win=16 Len=0"
"2650","2025/047 12:52:19.522276","10.0.0.4","206.247.60.204","TLSv1.2","97","Application Data"
"2651","2025/047 12:52:19.522315","10.0.0.4","206.247.60.204","UDP","142","59139  >  8801 Len=100"
"2652","2025/047 12:52:19.524714","206.247.60.204","10.0.0.4","UDP","147","8801  >  59139 Len=105"
"2653","2025/047 12:52:19.525151","206.247.60.204","10.0.0.4","UDP","195","8801  >  59137 Len=153"
"2654","2025/047 12:52:19.558629","10.0.0.4","206.247.60.204","UDP","1236","59137  >  8801 Len=1194"
"2655","2025/047 12:52:19.558674","10.0.0.4","206.247.60.204","UDP","1229","59137  >  8801 Len=1187"
"2656","2025/047 12:52:19.558684","10.0.0.4","206.247.60.204","UDP","1229","59137  >  8801 Len=1187"
"2657","2025/047 12:52:19.558697","10.0.0.4","206.247.60.204","UDP","1229","59137  >  8801 Len=1187"
"2658","2025/047 12:52:19.558707","10.0.0.4","206.247.60.204","UDP","1228","59137  >  8801 Len=1186"
"2659","2025/047 12:52:19.558716","10.0.0.4","206.247.60.204","UDP","1260","59137  >  8801 Len=1218"
"2660","2025/047 12:52:19.573893","206.247.60.204","10.0.0.4","TLSv1.2","97","Application Data"
"2661","2025/047 12:52:19.573893","206.247.60.204","10.0.0.4","UDP","743","8801  >  59137 Len=701"
"2662","2025/047 12:52:19.573893","206.247.60.204","10.0.0.4","UDP","742","8801  >  59137 Len=700"
"2663","2025/047 12:52:19.620145","10.0.0.4","206.247.60.204","TCP","54","64046  >  443 [ACK] Seq=6561 Ack=3790 Win=252 Len=0"
"2664","2025/047 12:52:19.622214","10.0.0.4","206.247.60.204","UDP","1080","59137  >  8801 Len=1038"
"2665","2025/047 12:52:19.622248","10.0.0.4","206.247.60.204","UDP","1080","59137  >  8801 Len=1038"
"2666","2025/047 12:52:19.622258","10.0.0.4","206.247.60.204","UDP","1079","59137  >  8801 Len=1037"
"2667","2025/047 12:52:19.622274","10.0.0.4","206.247.60.204","UDP","152","59139  >  8801 Len=110"
"2668","2025/047 12:52:19.627704","206.247.60.204","10.0.0.4","UDP","139","8801  >  59139 Len=97"
"2669","2025/047 12:52:19.634513","206.247.60.204","10.0.0.4","UDP","606","8801  >  59137 Len=564"
"2670","2025/047 12:52:19.634513","206.247.60.204","10.0.0.4","UDP","606","8801  >  59137 Len=564"
"2671","2025/047 12:52:19.634513","206.247.60.204","10.0.0.4","UDP","606","8801  >  59137 Len=564"
"2672","2025/047 12:52:19.634513","206.247.60.204","10.0.0.4","UDP","606","8801  >  59137 Len=564"
"2673","2025/047 12:52:19.644730","206.247.60.204","10.0.0.4","UDP","605","8801  >  59137 Len=563"
"2674","2025/047 12:52:19.663732","206.247.60.204","10.0.0.4","TCP","56","443  >  64046 [ACK] Seq=3790 Ack=6561 Win=16 Len=0"
"2675","2025/047 12:52:19.685939","206.247.60.204","10.0.0.4","UDP","782","8801  >  59137 Len=740"
"2676","2025/047 12:52:19.685939","206.247.60.204","10.0.0.4","UDP","782","8801  >  59137 Len=740"
"2677","2025/047 12:52:19.686120","10.0.0.4","206.247.60.204","UDP","1276","59137  >  8801 Len=1234"
"2678","2025/047 12:52:19.686162","10.0.0.4","206.247.60.204","UDP","1276","59137  >  8801 Len=1234"
"2679","2025/047 12:52:19.686173","10.0.0.4","206.247.60.204","UDP","1276","59137  >  8801 Len=1234"
"2680","2025/047 12:52:19.686183","10.0.0.4","206.247.60.204","UDP","1276","59137  >  8801 Len=1234"
"2681","2025/047 12:52:19.686193","10.0.0.4","206.247.60.204","UDP","1276","59137  >  8801 Len=1234"
"2682","2025/047 12:52:19.716748","206.247.60.204","10.0.0.4","UDP","106","8801  >  59139 Len=64"
"2683","2025/047 12:52:19.716964","10.0.0.4","206.247.60.204","UDP","1276","59137  >  8801 Len=1234"
"2684","2025/047 12:52:19.717003","10.0.0.4","206.247.60.204","UDP","1307","59137  >  8801 Len=1265"
"2685","2025/047 12:52:19.721585","2a03:2880:f242:1c2:face:b00c:0:167","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","TLSv1.2","113","Application Data"
"2686","2025/047 12:52:19.721710","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","2a03:2880:f242:1c2:face:b00c:0:167","TCP","74","64083  >  443 [ACK] Seq=1 Ack=40 Win=1020 Len=0"
"2687","2025/047 12:52:19.722671","10.0.0.4","206.247.60.204","UDP","144","59139  >  8801 Len=102"
"2688","2025/047 12:52:19.731345","206.247.60.204","10.0.0.4","UDP","140","8801  >  59139 Len=98"
"2689","2025/047 12:52:19.747804","206.247.60.204","10.0.0.4","UDP","607","8801  >  59137 Len=565"
"2690","2025/047 12:52:19.747804","206.247.60.204","10.0.0.4","UDP","607","8801  >  59137 Len=565"
"2691","2025/047 12:52:19.747804","206.247.60.204","10.0.0.4","UDP","607","8801  >  59137 Len=565"
"2692","2025/047 12:52:19.747903","206.247.60.204","10.0.0.4","UDP","607","8801  >  59137 Len=565"
"2693","2025/047 12:52:19.748044","10.0.0.4","206.247.60.204","UDP","1116","59137  >  8801 Len=1074"
"2694","2025/047 12:52:19.748096","10.0.0.4","206.247.60.204","UDP","1115","59137  >  8801 Len=1073"
"2695","2025/047 12:52:19.757198","2a03:2880:f33c:120:face:b00c:0:167","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","TLSv1.2","113","Application Data"
"2696","2025/047 12:52:19.757239","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","2a03:2880:f33c:120:face:b00c:0:167","TCP","74","64089  >  443 [ACK] Seq=1 Ack=40 Win=1022 Len=0"
"2697","2025/047 12:52:19.768209","206.247.60.204","10.0.0.4","UDP","606","8801  >  59137 Len=564"
"2698","2025/047 12:52:19.768400","10.0.0.4","206.247.60.204","UDP","1115","59137  >  8801 Len=1073"
"2699","2025/047 12:52:19.768461","10.0.0.4","206.247.60.204","UDP","1115","59137  >  8801 Len=1073"
"2700","2025/047 12:52:19.768473","10.0.0.4","206.247.60.204","UDP","187","59137  >  8801 Len=145"
"2701","2025/047 12:52:19.776933","2a03:2880:f276:cd:face:b00c:0:167","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","TLSv1.2","113","Application Data"
"2702","2025/047 12:52:19.776971","2a06:c701:4f46:4100:fd5b:6cbb:e256:d295","2a03:2880:f276:cd:face:b00c:0:167","TCP","74","64091  >  443 [ACK] Seq=1 Ack=40 Win=1022 Len=0"
"2703","2025/047 12:52:19.822699","206.247.60.204","10.0.0.4","UDP","147","8801  >  59139 Len=105"
"2704","2025/047 12:52:19.823132","10.0.0.4","206.247.60.204","UDP","1296","59137  >  8801 Len=1254"
"2705","2025/047 12:52:19.823219","10.0.0.4","206.247.60.204","UDP","1296","59137  >  8801 Len=1254"
"2706","2025/047 12:52:19.823241","10.0.0.4","206.247.60.204","UDP","1296","59137  >  8801 Len=1254"
"2707","2025/047 12:52:19.823263","10.0.0.4","206.247.60.204","UDP","142","59139  >  8801 Len=100"
"2708","2025/047 12:52:19.838297","206.247.60.204","10.0.0.4","UDP","195","8801  >  59137 Len=153"
"2709","2025/047 12:52:19.838672","10.0.0.4","206.247.60.204","UDP","1296","59137  >  8801 Len=1254"
"2710","2025/047 12:52:19.838741","10.0.0.4","206.247.60.204","UDP","1296","59137  >  8801 Len=1254"
"2711","2025/047 12:52:19.838764","10.0.0.4","206.247.60.204","UDP","1296","59137  >  8801 Len=1254"
"2712","2025/047 12:52:19.868094","10.0.0.4","206.247.60.204","UDP","1302","59137  >  8801 Len=1260"
"2713","2025/047 12:52:19.868150","10.0.0.4","206.247.60.204","UDP","1327","59137  >  8801 Len=1285"
"2714","2025/047 12:52:19.885526","10.0.0.4","206.247.60.204","UDP","1154","59137  >  8801 Len=1112"
"2715","2025/047 12:52:19.885580","10.0.0.4","206.247.60.204","UDP","1153","59137  >  8801 Len=1111"
"2716","2025/047 12:52:19.885608","10.0.0.4","206.247.60.204","UDP","1153","59137  >  8801 Len=1111"
"2717","2025/047 12:52:19.923118","10.0.0.4","206.247.60.204","UDP","1153","59137  >  8801 Len=1111"
"2718","2025/047 12:52:19.923168","10.0.0.4","206.247.60.204","UDP","1153","59137  >  8801 Len=1111"
"2719","2025/047 12:52:19.923181","10.0.0.4","206.247.60.204","UDP","148","59139  >  8801 Len=106"
"2720","2025/047 12:52:19.925366","206.247.60.204","10.0.0.4","UDP","140","8801  >  59139 Len=98"
"2721","2025/047 12:52:19.932328","206.247.60.204","10.0.0.4","UDP","1009","8801  >  59137 Len=967"
"2722","2025/047 12:52:19.932407","206.247.60.204","10.0.0.4","UDP","1009","8801  >  59137 Len=967"
"2723","2025/047 12:52:19.995926","10.0.0.4","206.247.60.204","UDP","1268","59137  >  8801 Len=1226"
"2724","2025/047 12:52:19.995985","10.0.0.4","206.247.60.204","UDP","1268","59137  >  8801 Len=1226"
"2725","2025/047 12:52:19.995995","10.0.0.4","206.247.60.204","UDP","1268","59137  >  8801 Len=1226"
"2726","2025/047 12:52:19.996005","10.0.0.4","206.247.60.204","UDP","1268","59137  >  8801 Len=1226"
"2727","2025/047 12:52:19.996015","10.0.0.4","206.247.60.204","UDP","1268","59137  >  8801 Len=1226"
"2728","2025/047 12:52:19.996025","10.0.0.4","206.247.60.204","UDP","1268","59137  >  8801 Len=1226"
"2729","2025/047 12:52:19.996034","10.0.0.4","206.247.60.204","UDP","1267","59137  >  8801 Len=1225"
"2730","2025/047 12:52:19.996043","10.0.0.4","206.247.60.204","UDP","1267","59137  >  8801 Len=1225"
"2731","2025/047 12:52:19.996059","10.0.0.4","206.247.60.204","UDP","1299","59137  >  8801 Len=1257"
"2732","2025/047 12:52:20.004610","206.247.60.204","10.0.0.4","UDP","1159","8801  >  59137 Len=1117"
"2733","2025/047 12:52:20.004856","10.0.0.4","206.247.60.204","UDP","1168","59137  >  8801 Len=1126"
"2734","2025/047 12:52:20.004894","10.0.0.4","206.247.60.204","UDP","1168","59137  >  8801 Len=1126"
"2735","2025/047 12:52:20.004922","206.247.60.204","10.0.0.4","UDP","1158","8801  >  59137 Len=1116"
"2736","2025/047 12:52:20.014520","206.247.60.204","10.0.0.4","UDP","1158","8801  >  59137 Len=1116"
"2737","2025/047 12:52:20.014627","206.247.60.204","10.0.0.4","UDP","1158","8801  >  59137 Len=1116"
"2738","2025/047 12:52:20.014667","10.0.0.4","206.247.60.204","UDP","1168","59137  >  8801 Len=1126"
"2739","2025/047 12:52:20.014704","10.0.0.4","206.247.60.204","UDP","1167","59137  >  8801 Len=1125"
"2740","2025/047 12:52:20.022495","10.0.0.4","206.247.60.204","UDP","1167","59137  >  8801 Len=1125"
"2741","2025/047 12:52:20.022544","10.0.0.4","206.247.60.204","UDP","141","59139  >  8801 Len=99"
"2742","2025/047 12:52:20.024692","206.247.60.204","10.0.0.4","UDP","1158","8801  >  59137 Len=1116"
"2743","2025/047 12:52:20.028197","206.247.60.204","10.0.0.4","UDP","139","8801  >  59139 Len=97"
"2744","2025/047 12:52:20.106850","10.0.0.4","206.247.60.204","UDP","1305","59137  >  8801 Len=1263"
"2745","2025/047 12:52:20.106905","10.0.0.4","206.247.60.204","UDP","1305","59137  >  8801 Len=1263"
"2746","2025/047 12:52:20.106917","10.0.0.4","206.247.60.204","UDP","1304","59137  >  8801 Len=1262"
"2747","2025/047 12:52:20.106926","10.0.0.4","206.247.60.204","UDP","1304","59137  >  8801 Len=1262"
"2748","2025/047 12:52:20.106936","10.0.0.4","206.247.60.204","UDP","1304","59137  >  8801 Len=1262"
"2749","2025/047 12:52:20.106946","10.0.0.4","206.247.60.204","UDP","1304","59137  >  8801 Len=1262"
"2750","2025/047 12:52:20.106955","10.0.0.4","206.247.60.204","UDP","1304","59137  >  8801 Len=1262"
"2751","2025/047 12:52:20.106967","10.0.0.4","206.247.60.204","UDP","1304","59137  >  8801 Len=1262"
"2752","2025/047 12:52:20.107000","10.0.0.4","206.247.60.204","UDP","1336","59137  >  8801 Len=1294"
"2753","2025/047 12:52:20.122834","10.0.0.4","206.247.60.204","UDP","1247","59137  >  8801 Len=1205"
"2754","2025/047 12:52:20.122908","10.0.0.4","206.247.60.204","UDP","1247","59137  >  8801 Len=1205"
"2755","2025/047 12:52:20.122925","10.0.0.4","206.247.60.204","UDP","1247","59137  >  8801 Len=1205"
"2756","2025/047 12:52:20.122945","10.0.0.4","206.247.60.204","UDP","145","59139  >  8801 Len=103"
"2757","2025/047 12:52:20.125591","206.247.60.204","10.0.0.4","UDP","147","8801  >  59139 Len=105"
"2758","2025/047 12:52:20.125932","10.0.0.4","206.247.60.204","UDP","185","59137  >  8801 Len=143"
"2759","2025/047 12:52:20.127852","206.247.60.204","10.0.0.4","UDP","1053","8801  >  59137 Len=1011"
"2760","2025/047 12:52:20.128025","206.247.60.204","10.0.0.4","UDP","1046","8801  >  59137 Len=1004"
"2761","2025/047 12:52:20.128025","206.247.60.204","10.0.0.4","UDP","1046","8801  >  59137 Len=1004"
"2762","2025/047 12:52:20.128108","10.0.0.4","206.247.60.204","UDP","1246","59137  >  8801 Len=1204"
"2763","2025/047 12:52:20.142843","10.0.0.4","206.247.60.204","UDP","178","59139  >  8801 Len=136"
"2764","2025/047 12:52:20.148928","206.247.60.204","10.0.0.4","UDP","187","8801  >  59137 Len=145"
"2765","2025/047 12:52:20.149357","10.0.0.4","206.247.60.204","UDP","1176","59137  >  8801 Len=1134"
"2766","2025/047 12:52:20.149396","10.0.0.4","206.247.60.204","UDP","1176","59137  >  8801 Len=1134"
"2767","2025/047 12:52:20.162557","10.0.0.4","206.247.60.204","UDP","1176","59137  >  8801 Len=1134"
"2768","2025/047 12:52:20.162608","10.0.0.4","206.247.60.204","UDP","1176","59137  >  8801 Len=1134"
"2769","2025/047 12:52:20.162618","10.0.0.4","206.247.60.204","UDP","1176","59137  >  8801 Len=1134"
"2770","2025/047 12:52:20.162631","10.0.0.4","206.247.60.204","UDP","191","59139  >  8801 Len=149"
"2771","2025/047 12:52:20.183571","10.0.0.4","206.247.60.204","UDP","1182","59137  >  8801 Len=1140"
"2772","2025/047 12:52:20.183652","10.0.0.4","206.247.60.204","UDP","1207","59137  >  8801 Len=1165"
"2773","2025/047 12:52:20.183674","10.0.0.4","206.247.60.204","UDP","219","59139  >  8801 Len=177"
"2774","2025/047 12:52:20.202956","10.0.0.4","206.247.60.204","UDP","236","59139  >  8801 Len=194"
"2775","2025/047 12:52:20.209462","206.247.60.204","10.0.0.4","UDP","495","8801  >  59137 Len=453"
"2776","2025/047 12:52:20.209653","206.247.60.204","10.0.0.4","UDP","495","8801  >  59137 Len=453"
"2777","2025/047 12:52:20.209653","206.247.60.204","10.0.0.4","UDP","495","8801  >  59137 Len=453"
"2778","2025/047 12:52:20.209653","206.247.60.204","10.0.0.4","UDP","495","8801  >  59137 Len=453"
"2779","2025/047 12:52:20.209896","10.0.0.4","206.247.60.204","UDP","1243","59137  >  8801 Len=1201"
"2780","2025/047 12:52:20.223145","10.0.0.4","206.247.60.204","TLSv1.2","92","Application Data"
"2781","2025/047 12:52:20.223224","10.0.0.4","206.247.60.204","UDP","1242","59137  >  8801 Len=1200"
"2782","2025/047 12:52:20.223240","10.0.0.4","206.247.60.204","UDP","1242","59137  >  8801 Len=1200"
"2783","2025/047 12:52:20.223256","10.0.0.4","206.247.60.204","UDP","242","59139  >  8801 Len=200"
"2784","2025/047 12:52:20.223504","206.247.60.204","10.0.0.4","UDP","140","8801  >  59139 Len=98"
"2785","2025/047 12:52:20.242563","10.0.0.4","206.247.60.204","UDP","1244","59137  >  8801 Len=1202"
"2786","2025/047 12:52:20.242619","10.0.0.4","206.247.60.204","UDP","223","59139  >  8801 Len=181"
"2787","2025/047 12:52:20.263797","10.0.0.4","206.247.60.204","UDP","1244","59137  >  8801 Len=1202"
"2788","2025/047 12:52:20.263847","10.0.0.4","206.247.60.204","UDP","1244","59137  >  8801 Len=1202"
"2789","2025/047 12:52:20.263857","10.0.0.4","206.247.60.204","UDP","1244","59137  >  8801 Len=1202"
"2790","2025/047 12:52:20.263866","10.0.0.4","206.247.60.204","UDP","1243","59137  >  8801 Len=1201"
"2791","2025/047 12:52:20.263876","10.0.0.4","206.247.60.204","UDP","1275","59137  >  8801 Len=1233"
"2792","2025/047 12:52:20.263887","10.0.0.4","206.247.60.204","UDP","178","59139  >  8801 Len=136"
"2793","2025/047 12:52:20.283792","10.0.0.4","206.247.60.204","UDP","1103","59137  >  8801 Len=1061"
"2794","2025/047 12:52:20.283872","10.0.0.4","206.247.60.204","UDP","1103","59137  >  8801 Len=1061"
"2795","2025/047 12:52:20.283905","10.0.0.4","206.247.60.204","UDP","1103","59137  >  8801 Len=1061"
"2796","2025/047 12:52:20.283929","10.0.0.4","206.247.60.204","UDP","154","59139  >  8801 Len=112"
"2797","2025/047 12:52:20.302551","10.0.0.4","206.247.60.204","UDP","153","59139  >  8801 Len=111"
"2798","2025/047 12:52:20.322448","10.0.0.4","206.247.60.204","UDP","157","59139  >  8801 Len=115"
"2799","2025/047 12:52:20.326166","206.247.60.204","10.0.0.4","UDP","140","8801  >  59139 Len=98"
"2800","2025/047 12:52:20.342251","10.0.0.4","206.247.60.204","UDP","1261","59137  >  8801 Len=1219"
"2801","2025/047 12:52:20.342302","10.0.0.4","206.247.60.204","UDP","1261","59137  >  8801 Len=1219"
"2802","2025/047 12:52:20.342315","10.0.0.4","206.247.60.204","UDP","153","59139  >  8801 Len=111"
"2803","2025/047 12:52:20.362104","10.0.0.4","206.247.60.204","UDP","1261","59137  >  8801 Len=1219"
"2804","2025/047 12:52:20.362158","10.0.0.4","206.247.60.204","UDP","1260","59137  >  8801 Len=1218"
"2805","2025/047 12:52:20.362168","10.0.0.4","206.247.60.204","UDP","1260","59137  >  8801 Len=1218"
"2806","2025/047 12:52:20.362177","10.0.0.4","206.247.60.204","UDP","1292","59137  >  8801 Len=1250"
"2807","2025/047 12:52:20.362784","10.0.0.4","206.247.60.204","UDP","150","59139  >  8801 Len=108"
"2808","2025/047 12:52:20.364743","206.247.60.204","10.0.0.4","TCP","54","443  >  64046 [ACK] Seq=3790 Ack=6599 Win=16 Len=0"
"2809","2025/047 12:52:20.364743","206.247.60.204","10.0.0.4","TLSv1.2","92","Application Data"
"2810","2025/047 12:52:20.374181","206.247.60.204","10.0.0.4","TLSv1.2","103","Application Data"
"2811","2025/047 12:52:20.374215","10.0.0.4","206.247.60.204","TCP","54","64046  >  443 [ACK] Seq=6599 Ack=3877 Win=252 Len=0"
"2812","2025/047 12:52:20.374382","10.0.0.4","206.247.60.204","TLSv1.2","121","Application Data"
"2813","2025/047 12:52:20.383317","10.0.0.4","206.247.60.204","UDP","1244","59137  >  8801 Len=1202"
"2814","2025/047 12:52:20.383383","10.0.0.4","206.247.60.204","UDP","1243","59137  >  8801 Len=1201"
"2815","2025/047 12:52:20.383400","10.0.0.4","206.247.60.204","UDP","1243","59137  >  8801 Len=1201"
"2816","2025/047 12:52:20.383421","10.0.0.4","206.247.60.204","UDP","147","59139  >  8801 Len=105"
"2817","2025/047 12:52:20.402354","10.0.0.4","206.247.60.204","UDP","1138","59137  >  8801 Len=1096"
"2818","2025/047 12:52:20.402408","10.0.0.4","206.247.60.204","UDP","146","59139  >  8801 Len=104"
"2819","2025/047 12:52:20.422523","10.0.0.4","206.247.60.204","UDP","1138","59137  >  8801 Len=1096"
"2820","2025/047 12:52:20.422581","10.0.0.4","206.247.60.204","UDP","1137","59137  >  8801 Len=1095"
"2821","2025/047 12:52:20.422598","10.0.0.4","206.247.60.204","UDP","1137","59137  >  8801 Len=1095"
"2822","2025/047 12:52:20.422608","10.0.0.4","206.247.60.204","UDP","1137","59137  >  8801 Len=1095"
"2823","2025/047 12:52:20.422618","10.0.0.4","206.247.60.204","UDP","1169","59137  >  8801 Len=1127"
"2824","2025/047 12:52:20.422633","10.0.0.4","206.247.60.204","UDP","148","59139  >  8801 Len=106"
"2825","2025/047 12:52:20.428915","206.247.60.204","10.0.0.4","UDP","146","8801  >  59139 Len=104"
"2826","2025/047 12:52:20.429201","10.0.0.4","206.247.60.204","UDP","185","59137  >  8801 Len=143"
